linenumber,fec_committee_id,transaction_id,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,date,amount,purpose,purpose_clean,memo_code,memo_text,cycle,candidate
SB17,C00840017,500673512,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,5/30/24,13.87,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673487,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,6/26/24,13.68,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673561,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/30/24,13.42,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673551,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/14/24,13.14,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500663077,ORG,Impark,NA,NA,NA,NA,NA,8455 Colesville Rd,NA,Silver Spring,MD,209107600,NA,5/18/24,13,Travel,Travel,X,*,2024,Alsobrooks
SB17,C00840017,500673550,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/13/24,12.45,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673553,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/18/24,12.43,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659784,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/12/24,12.34,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659781,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/8/24,12.11,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB20A,C00840017,500673631,IND,NA,Schlessinger,Leslie,NA,NA,NA,540 W Mermaid Ln,NA,Philadelphia,PA,191184206,NA,6/2/24,10,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500677499,IND,NA,Flamer,Cecil,NA,NA,NA,3801 Canterbury Rd,Unit 401,Baltimore,MD,212182371,NA,6/30/24,10,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500663109,ORG,United States Postal Service,NA,NA,NA,NA,NA,9801 Apollo Dr,NA,Upper Marlboro,MD,207749997,NA,5/24/24,9.85,Postage,Postage,NA,NA,2024,Alsobrooks
SB17,C00840017,500673562,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/30/24,9.64,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673548,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/11/24,8.77,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659786,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,4/30/24,8.57,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673552,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/17/24,7.94,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673546,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/7/24,7.3,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659783,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/10/24,6.84,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673513,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,6/6/24,6.1,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673545,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,6/6/24,5.61,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673514,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,6/13/24,5.57,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673476,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,5/29/24,5.15,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB20A,C00840017,500677497,IND,NA,Wash,Anthony,Lamont,NA,NA,4649 Nannie Helen Burroughs Ave NE,NA,Washington,DC,200193662,NA,6/30/24,5,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500673475,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,5/29/24,4.3,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673439,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/14/24,4.12,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659788,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/2/24,4.07,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659780,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/7/24,3.33,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673539,ORG,Scale To Win,NA,NA,NA,NA,NA,13742 Harper St,NA,Santa Ana,CA,927031419,NA,6/19/24,3.13,Text Messaging Services,Text Messaging Services,NA,NA,2024,Alsobrooks
SB17,C00840017,500659789,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/3/24,2.8,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673480,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,6/12/24,1.62,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500659782,ORG,Stripe,NA,NA,NA,NA,NA,354 Oyster Point Blvd,NA,South San Francisco,CA,940801912,NA,5/8/24,1.26,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500673478,ORG,Democracy Engine,NA,NA,NA,NA,NA,2125 14Th St NW,Apt 101W,Washington,DC,200094497,NA,6/5/24,0.61,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500663106,PAC,JSTREETPAC,NA,NA,NA,NA,NA,PO Box 33106,NA,Washington,DC,200330106,NA,5/23/24,0.3,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB20A,C00840017,500677482,IND,NA,Dawsey,Sandy,NA,NA,NA,4005 Everett St,NA,Kensington,MD,208953821,NA,6/30/24,0.24,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500673730,ORG,Target,NA,NA,NA,NA,NA,10500 Campus Way S,NA,Upper Marlboro,MD,207741309,NA,6/19/24,-33.66,Refund of Overpayment,Refund of Overpayment,X,*,2024,Alsobrooks
SB17,C00840017,500655543,ORG,Grassroots Media,NA,NA,NA,NA,NA,146 Montgomery Ave,Ste 201,Bala Cynwyd,PA,190042956,NA,4/22/24,479415,Media Advertising,Media Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655542,ORG,Grassroots Media,NA,NA,NA,NA,NA,146 Montgomery Ave,Ste 201,Bala Cynwyd,PA,190042956,NA,4/15/24,432868.5,Media Advertising,Media Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655540,ORG,Grassroots Media,NA,NA,NA,NA,NA,146 Montgomery Ave,Ste 201,Bala Cynwyd,PA,190042956,NA,4/1/24,376929,Media Advertising,Media Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655541,ORG,Grassroots Media,NA,NA,NA,NA,NA,146 Montgomery Ave,Ste 201,Bala Cynwyd,PA,190042956,NA,4/8/24,331777.5,Media Advertising,Media Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655551,ORG,Magnus Pearson Media,NA,NA,NA,NA,NA,311 Wolfe St,NA,Alexandria,VA,223143725,NA,4/15/24,24940.2,Media Production,Media Production,NA,NA,2024,Alsobrooks
SB17,C00840017,500655547,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,4/12/24,19395.78,Payroll Taxes,Payroll Taxes,NA,NA,2024,Alsobrooks
SB17,C00840017,500655526,IND,NA,Lounsbury,Connor,NA,NA,NA,255 I St NE,# 413,Washington,DC,200024411,NA,4/12/24,18000,Communication Consulting,Communication Consulting,NA,NA,2024,Alsobrooks
SB17,C00840017,500655573,ORG,Wavelength Strategy LLC,NA,NA,NA,NA,NA,712 H St NE,Unit 526,Washington,DC,200023627,NA,4/22/24,12500,Online Advertising,Online Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655572,ORG,Wavelength Strategy LLC,NA,NA,NA,NA,NA,712 H St NE,Unit 526,Washington,DC,200023627,NA,4/15/24,12500,Online Advertising,Online Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655533,ORG,Campaign Finance Consultants Inc,NA,NA,NA,NA,NA,750 1St St NE,Ste 1070,Washington,DC,200028008,NA,4/1/24,12453.43,Fundraising Consulting,Fundraising,NA,NA,2024,Alsobrooks
SB17,C00840017,500655574,ORG,Wavelength Strategy LLC,NA,NA,NA,NA,NA,712 H St NE,Unit 526,Washington,DC,200023627,NA,4/9/24,10000,Media Production,Media Production,NA,NA,2024,Alsobrooks
SB17,C00840017,500655531,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,4/15/24,10000,Online Advertising,Online Advertising,NA,NA,2024,Alsobrooks
SB17,C00840017,500656735,ORG,Color Pro Graphics,NA,NA,NA,NA,NA,1441 Mccormick Dr,Ste 1000,Upper Marlboro,MD,207745473,NA,4/16/24,7504.8,Printing,Printing,X,*,2024,Alsobrooks
SB17,C00840017,500655534,ORG,CareFirst Health Insurance,NA,NA,NA,NA,NA,840 1St St NE,NA,Washington,DC,200650003,NA,4/2/24,5836.88,Health Insurance,Health Insurance,NA,NA,2024,Alsobrooks
SB17,C00840017,500655535,ORG,Color Pro Graphics,NA,NA,NA,NA,NA,1441 Mccormick Dr,Ste 1000,Upper Marlboro,MD,207745473,NA,4/24/24,5000,Printing,Printing,NA,NA,2024,Alsobrooks
SB17,C00840017,500655532,ORG,Break Something Inc,NA,NA,NA,NA,NA,1380 Monroe St NW,# 409,Washington,DC,200103452,NA,4/8/24,5000,Text Messaging Services,Text Messaging Services,NA,NA,2024,Alsobrooks
SB20C,C00840017,500651092,PAC,THE COLLECTIVE PAC,NA,NA,NA,NA,NA,PO Box 15320,NA,Washington,DC,200030320,NA,4/11/24,5000,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500655606,IND,NA,O'Connell,Sheila,Claire,NA,NA,3916 Washington St,NA,Kensington,MD,208953933,NA,4/12/24,4971.76,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655594,IND,NA,Sloan,David,Augustine,NA,Jr,PO Box 3583,NA,Capitol Heights,MD,207913583,NA,4/12/24,4660.25,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655593,IND,NA,Cooper,Daniel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,4364.77,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655607,IND,NA,Ford,Gina,Regina,NA,NA,11319 Kettering Ter,NA,Upper Marlboro,MD,207741567,NA,4/12/24,3473.97,Salary,Salary,X,*,2024,Alsobrooks
SB20A,C00840017,500653670,IND,NA,Arrington,Michael,NA,NA,NA,1404 Mute Ct,NA,Upper Marlboro,MD,207747063,NA,4/16/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500651093,IND,NA,Hampshire Cowan,Artis,NA,NA,NA,3306 Shortridge Ln,NA,Bowie,MD,207212576,NA,4/11/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500653680,IND,NA,Klug,Jason,NA,NA,NA,2838 Chain Bridge Rd NW,NA,Washington,DC,200163406,NA,4/16/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500647613,IND,NA,Muhammad,Aaliyah,NA,NA,NA,2807 Mayfly Dr,NA,Odenton,MD,211136049,NA,4/4/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500654176,IND,NA,Richman,Arnold,NA,NA,NA,218 N Charles St,NA,Baltimore,MD,212014021,NA,4/17/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500647616,IND,NA,Haller,Thomas,NA,NA,NA,2445 Holly Ave,Apt 251,Annapolis,MD,214014079,NA,4/4/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500651118,IND,NA,Robinson,Tonya,NA,NA,NA,8817 Chalon Dr,NA,Bethesda,MD,208173040,NA,4/11/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500651116,IND,NA,Sears,Cynthia,NA,NA,NA,15720 Euclid Ave NE,NA,Bainbridge Island,WA,981101185,NA,4/11/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500653672,IND,NA,Slavin,Jeffrey,Z,NA,NA,5706 Warwick Pl,NA,Chevy Chase,MD,208155502,NA,4/16/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500647614,IND,NA,Smith,Jermaine,NA,NA,NA,12301 Plantation Dr,NA,Brandywine,MD,206132507,NA,4/4/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500653517,IND,NA,Turnbull,Susan,NA,NA,NA,4838 Montgomery Ln,NA,Bethesda,MD,208145302,NA,4/15/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500647615,IND,NA,Williams,Marullus,A,NA,NA,16002 Xander St,NA,Accokeek,MD,206072294,NA,4/4/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500647617,IND,NA,Henry,Eugenia,NA,NA,NA,1112 Hunt Creek Ln,NA,Sparks,MD,211529718,NA,4/4/24,3300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500655528,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,4/14/24,3280.37,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500655553,ORG,"NGP VAN, Inc.",NA,NA,NA,NA,NA,1445 New York Ave NW,# 20,Washington,DC,200052134,NA,4/3/24,3125,Software Rental,Software Rental,NA,NA,2024,Alsobrooks
SB20A,C00840017,500653521,IND,NA,Weinberg,Amy,NA,NA,NA,1124 10Th St NW,Apt PH,Washington,DC,200014347,NA,4/15/24,3000,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500655600,IND,NA,Henderson,Oscar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,2895.96,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655598,IND,NA,Meier,Nicholas,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,2895.96,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655601,IND,NA,Winfield,Rachel,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,2880.96,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655595,IND,NA,Hines,Jordan,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,2855.54,Salary,Salary,X,*,2024,Alsobrooks
SB20A,C00840017,500653668,IND,NA,Muhammad,Beatrice,NA,NA,NA,1000 White Bark Ln,NA,Durham,NC,277034886,NA,4/16/24,2700,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500654765,IND,NA,Merritt,Gina,NA,NA,NA,3207 Walnut Ave,NA,Owings Mills,MD,211171115,NA,4/22/24,2650,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500655530,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,4/21/24,2546.47,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500655596,IND,NA,Appelstein,Julie,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,2376.9,Salary,Salary,X,*,2024,Alsobrooks
SB20A,C00840017,500654175,IND,NA,Stanley,Deirdre,NA,NA,NA,455 Central Park W,# 16,New York,NY,100253847,NA,4/17/24,2300,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,5869729I,IND,NA,Graham,Bradley,NA,NA,NA,7020 Glenbrook Rd,NA,Bethesda,MD,208141223,NA,4/18/24,2025.48,Catering,Catering,NA,* In-Kind Received,2024,Alsobrooks
SB17,C00840017,500655529,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,4/17/24,2009.03,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB21,C00840017,500653518,ORG,Pennrose LLC,NA,NA,NA,NA,NA,230 Wyoming Ave,NA,Kingston,PA,187043535,NA,4/15/24,2000,Returned Funds,Returned Funds,NA,NA,2024,Alsobrooks
SB17,C00840017,500655527,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,4/7/24,1950.1,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500655554,ORG,Numero Inc,NA,NA,NA,NA,NA,695 Town Center Dr,Ste 580,Costa Mesa,CA,926261924,NA,4/2/24,1880,Software Rental,Software Rental,NA,NA,2024,Alsobrooks
SB17,C00840017,500656734,ORG,Taste 222,NA,NA,NA,NA,NA,222 N Canal St,NA,Chicago,IL,606061206,NA,4/16/24,1835.27,Catering,Catering,X,*,2024,Alsobrooks
SB20A,C00840017,500647618,IND,NA,Chazen,Joseph,B,NA,NA,15305 Chinaberry St,NA,North Potomac,MD,208784704,NA,4/4/24,1700,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500653681,IND,NA,Callender,Valerie,Dawn,NA,NA,12600 Longwater Dr,NA,Bowie,MD,207212531,NA,4/16/24,1700,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500655592,IND,NA,Southworth,Crystal,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,1618.61,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655597,IND,NA,Bridgewater,Kemia,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,1606.79,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500656073,ORG,ActBlue Technical Services,NA,NA,NA,NA,NA,366 Summer St,NA,Somerville,MA,021443132,NA,4/24/24,1602.54,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500655602,IND,NA,Nealon,Ryan,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,1549.05,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655599,IND,NA,Washington,Omar,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/12/24,1539.61,Salary,Salary,X,*,2024,Alsobrooks
SB20A,C00840017,500654371,IND,NA,Bailey,Leon,Christopher,NA,Jr,14307 Derby Ridge Rd,NA,Bowie,MD,207211258,NA,4/19/24,1200,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500655525,ORG,American Express,NA,NA,NA,NA,NA,200 Vesey St,NA,New York,NY,102851000,NA,4/16/24,1020.33,Credit Card Payment - See Below if Itemized,Credit Card Fees,NA,NA,2024,Alsobrooks
SB20A,C00840017,500653520,IND,NA,Stone,Anne,L,NA,NA,1055 W Joppa Rd,NA,Towson,MD,212043741,NA,4/15/24,1000,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB20A,C00840017,500651117,IND,NA,Rogers,Estelle,NA,NA,NA,111 Marigold Ln,NA,Forestville,CA,954369321,NA,4/7/24,1000,Contribution Refund,Contribution Refund,NA,NA,2024,Alsobrooks
SB17,C00840017,500656733,ORG,Autumn Joi Live LLC,NA,NA,NA,NA,NA,2112 Congresbury Pl,NA,Upper Marlboro,MD,207748081,NA,4/16/24,1000,Event Performer,Event Production,X,*,2024,Alsobrooks
SB17,C00840017,500655555,ORG,Paragon Payment Solutions,NA,NA,NA,NA,NA,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,NA,4/2/24,994.76,Credit Card Fees,Credit Card Fees,NA,NA,2024,Alsobrooks
SB17,C00840017,500656732,ORG,Google,NA,NA,NA,NA,NA,1600 Amphitheatre Pkwy,NA,Mountain View,CA,940431351,NA,4/16/24,978.96,Email Services,Email Services,X,*,2024,Alsobrooks
SB17,C00840017,500656731,ORG,Montgomery County,NA,NA,NA,NA,NA,101 Monroe St,Fl 2,Rockville,MD,208502503,NA,4/16/24,960,Site Rental,Site Rental,X,*,2024,Alsobrooks
SB17,C00840017,500656730,ORG,Comcast,NA,NA,NA,NA,NA,8031 Corporate Dr,NA,Nottingham,MD,212364986,NA,4/16/24,947.78,Utilities,Utilities,X,*,2024,Alsobrooks
SB17,C00840017,500656729,ORG,Guilford Hall Brewery,NA,NA,NA,NA,NA,320 N Charles St,NA,Baltimore,MD,212014354,NA,4/16/24,896.63,Site Rental/Catering,Site Rental,X,*,2024,Alsobrooks
SB17,C00840017,500656728,ORG,Country Club At Woodmore,NA,NA,NA,NA,NA,12320 Pleasant Prospect Rd,NA,Bowie,MD,207212515,NA,4/16/24,750,Site Rental,Site Rental,X,*,2024,Alsobrooks
SB17,C00840017,500656722,ORG,United Airlines,NA,NA,NA,NA,NA,233 S Wacker Dr,NA,Chicago,IL,606067147,NA,4/16/24,665.2,Air Travel,Air Travel,X,*,2024,Alsobrooks
SB17,C00840017,500655590,IND,NA,Sanders,Hannah,NA,NA,NA,1100 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745380,NA,4/4/24,632.22,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655603,IND,NA,Sanders,Hannah,NA,NA,NA,1100 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745380,NA,4/19/24,632.22,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655604,IND,NA,Weinberg,Marisa,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/19/24,512.98,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655549,ORG,Harris Public Interest Consulting,NA,NA,NA,NA,NA,5804 Berkeley Ave,NA,Baltimore,MD,212154105,NA,4/11/24,500,General Strategy Consulting,General Strategy Consulting,NA,NA,2024,Alsobrooks
SB17,C00840017,500656727,ORG,Englis $ Sign Language Masters LLC,NA,NA,NA,NA,NA,733 Tola Ct,NA,Hyattsville,MD,207855830,NA,4/16/24,500,Interpretation Services,Interpretation Services,X,*,2024,Alsobrooks
SB17,C00840017,500656726,ORG,Comcast,NA,NA,NA,NA,NA,8031 Corporate Dr,NA,Nottingham,MD,212364986,NA,4/16/24,440.45,Utilities,Utilities,X,*,2024,Alsobrooks
SB17,C00840017,500655548,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,4/19/24,411.52,Payroll Taxes,Payroll Taxes,NA,NA,2024,Alsobrooks
SB17,C00840017,500656725,ORG,Amtrak,NA,NA,NA,NA,NA,1 Massachusetts Ave NW,Fl 4WEST,Washington,DC,200011401,NA,4/16/24,410,Train Travel,Train Travel,X,*,2024,Alsobrooks
SB17,C00840017,500656724,ORG,Comcast,NA,NA,NA,NA,NA,8031 Corporate Dr,NA,Nottingham,MD,212364986,NA,4/16/24,388.59,Utilities,Utilities,X,*,2024,Alsobrooks
SB17,C00840017,500656723,ORG,Enterprise,NA,NA,NA,NA,NA,50 Massachusetts Ave NE,NA,Washington,DC,200024214,NA,4/16/24,359.4,Auto Travel,Auto Travel,X,*,2024,Alsobrooks
SB17,C00840017,500655545,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,4/4/24,328.85,Payroll Taxes,Payroll Taxes,NA,NA,2024,Alsobrooks
SB17,C00840017,500656721,ORG,Clipbook.Io,NA,NA,NA,NA,NA,800 P St NW,Unit 703,Washington,DC,200013382,NA,4/16/24,295,Software Rental,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500655544,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,4/3/24,275.6,Payroll Fee,Payroll Fee,NA,NA,2024,Alsobrooks
SB17,C00840017,500656720,ORG,Zoom,NA,NA,NA,NA,NA,55 Almaden Blvd,Ste 600,San Jose,CA,951131612,NA,4/16/24,260.4,Software Rental,Software Rental,X,*,2024,Alsobrooks
SB17,C00840017,500655591,IND,NA,Weinberg,Marisa,NA,NA,NA,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,NA,4/4/24,260.11,Salary,Salary,X,*,2024,Alsobrooks
SB17,C00840017,500655556,ORG,Scale To Win,NA,NA,NA,NA,NA,13742 Harper St,NA,Santa Ana,CA,927031419,NA,4/4/24,239.3,Software Rental,Software Rental,NA,NA,2024,Alsobrooks
SB17,C00840017,500655546,ORG,Gusto,NA,NA,NA,NA,NA,525 20Th St,NA,San Francisco,CA,941074345,NA,4/9/24,237.22,Payroll Taxes,Payroll Taxes,NA,NA,2024,Alsobrooks
SB17,C00840017,500656719,ORG,Amtrak,NA,NA,NA,NA,NA,1 Massachusetts Ave NW,Fl 4WEST,Washington,DC,200011401,NA,4/16/24,232,Train Travel,Train Travel,X,*,2024,Alsobrooks
